,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
0,KCODENVE658,America/Denver,2023-08-01T06:04:54Z,2023-08-01 00:04:54,1690869894,39.69437,-105.070053,,,270,99,99,99,1,63,63,63,0,0,0,0,0,0,63,63,63,63,63,63,63,63,63,30.22,30.21,-0.12,0.01,0.01
1,KCODENVE658,America/Denver,2023-08-01T06:09:53Z,2023-08-01 00:09:53,1690870193,39.69437,-105.070053,,,248,99,99,99,1,63,63,63,0,0,0,0,0,0,63,62,62,63,63,63,63,63,63,30.22,30.21,0.13,0.01,0.01
2,KCODENVE658,America/Denver,2023-08-01T06:14:48Z,2023-08-01 00:14:48,1690870488,39.69437,-105.070053,,,248,99,99,99,1,63,63,63,0,0,0,0,0,0,62,62,62,63,63,63,63,63,63,30.22,30.22,0.0,0.01,0.01
3,KCODENVE658,America/Denver,2023-08-01T06:19:42Z,2023-08-01 00:19:42,1690870782,39.69437,-105.070053,,,202,99,99,99,1,63,63,63,1,0,0,1,0,0,62,62,62,63,63,63,63,63,63,30.22,30.22,0.0,0.01,0.01
4,KCODENVE658,America/Denver,2023-08-01T06:24:59Z,2023-08-01 00:24:59,1690871099,39.69437,-105.070053,,,180,99,99,99,1,63,62,63,1,0,0,1,0,0,62,62,62,63,62,63,63,62,63,30.22,30.22,0.0,0.01,0.01
5,KCODENVE658,America/Denver,2023-08-01T06:29:55Z,2023-08-01 00:29:55,1690871395,39.69437,-105.070053,,,203,99,99,99,1,63,63,63,0,0,0,0,0,0,62,62,62,63,63,63,63,63,63,30.22,30.22,0.0,0.01,0.01
6,KCODENVE658,America/Denver,2023-08-01T06:34:49Z,2023-08-01 00:34:49,1690871689,39.69437,-105.070053,,,113,99,99,99,1,63,63,63,0,0,0,0,0,0,62,62,62,63,63,63,63,63,63,30.22,30.22,0.0,0.01,0.01
7,KCODENVE658,America/Denver,2023-08-01T06:39:47Z,2023-08-01 00:39:47,1690871987,39.69437,-105.070053,,,180,99,99,99,1,63,63,63,0,0,0,0,0,0,62,62,62,63,63,63,63,63,63,30.22,30.22,0.0,0.01,0.01
8,KCODENVE658,America/Denver,2023-08-01T06:44:59Z,2023-08-01 00:44:59,1690872299,39.69437,-105.070053,,,203,99,99,99,1,63,63,63,0,0,0,0,0,0,62,62,62,63,63,63,63,63,63,30.22,30.22,0.0,0.01,0.01
9,KCODENVE658,America/Denver,2023-08-01T06:49:55Z,2023-08-01 00:49:55,1690872595,39.69437,-105.070053,,,203,99,99,99,1,63,63,63,0,0,0,0,0,0,62,62,62,63,63,63,63,63,63,30.22,30.21,-0.12,0.01,0.01
10,KCODENVE658,America/Denver,2023-08-01T06:54:53Z,2023-08-01 00:54:53,1690872893,39.69437,-105.070053,,,180,99,99,99,1,63,63,63,0,0,0,0,0,0,63,62,62,63,63,63,63,63,63,30.23,30.21,0.26,0.01,0.01
11,KCODENVE658,America/Denver,2023-08-01T06:59:30Z,2023-08-01 00:59:30,1690873170,39.69437,-105.070053,,,203,99,99,99,1,63,63,63,0,0,0,0,0,0,63,63,63,63,63,63,63,63,63,30.23,30.23,0.0,0.01,0.01
12,KCODENVE658,America/Denver,2023-08-01T07:04:45Z,2023-08-01 01:04:45,1690873485,39.69437,-105.070053,,,166,99,99,99,1,63,63,63,3,0,2,3,0,3,63,63,63,63,63,63,63,63,63,30.23,30.23,0.0,0.0,0.01
13,KCODENVE658,America/Denver,2023-08-01T07:09:57Z,2023-08-01 01:09:57,1690873797,39.69437,-105.070053,,,185,99,99,99,1,63,63,63,5,0,1,5,0,3,63,63,63,63,63,63,63,63,63,30.23,30.23,0.0,0.0,0.01
