,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
0,KCODENVE658,America/Denver,2021-06-01T19:44:44Z,2021-06-01 13:44:44,1622576684,39.69437,-105.070053,,,204,38,38,38,-1,74,73,74,5,2,4,5,3,5,47,46,47,74,73,74,73,72,73,30.09,30.09,0.0,0.0,0.0
1,KCODENVE658,America/Denver,2021-06-01T19:49:58Z,2021-06-01 13:49:58,1622576998,39.69437,-105.070053,,,176,38,35,35,-1,76,74,75,8,2,4,8,2,5,48,45,46,76,74,75,75,73,74,30.09,30.08,-0.12,0.0,0.0
2,KCODENVE658,America/Denver,2021-06-01T19:54:55Z,2021-06-01 13:54:55,1622577295,39.69437,-105.070053,,,158,37,34,34,-1,77,73,76,7,2,5,8,3,7,47,45,46,77,73,76,75,72,75,30.08,30.08,0.0,0.0,0.0
3,KCODENVE658,America/Denver,2021-06-01T19:59:50Z,2021-06-01 13:59:50,1622577590,39.69437,-105.070053,,,257,40,37,38,-1,74,73,73,7,2,4,7,5,7,47,45,46,74,73,73,73,71,72,30.09,30.08,0.13,0.0,0.0
4,KCODENVE658,America/Denver,2021-06-01T20:04:46Z,2021-06-01 14:04:46,1622577886,39.69437,-105.070053,,,248,41,39,39,-1,74,73,74,9,3,6,9,7,9,48,47,48,74,73,74,73,72,72,30.1,30.09,0.14,0.0,0.0
5,KCODENVE658,America/Denver,2021-06-01T20:07:54Z,2021-06-01 14:07:54,1622578074,39.69437,-105.070053,,,232,41,39,40,-1,73,72,73,10,5,8,10,6,9,48,46,47,73,72,73,72,71,71,30.1,30.1,0.0,0.0,0.0
0,KCODENVE658,America/Denver,2021-06-02T16:59:41Z,2021-06-02 10:59:41,1622653181,39.69437,-105.070053,,,68,33,32,32,-1,79,78,78,4,0,1,4,0,3,47,46,47,79,78,78,78,77,78,30.02,30.02,0.0,0.0,0.0
1,KCODENVE658,America/Denver,2021-06-02T17:04:58Z,2021-06-02 11:04:58,1622653498,39.69437,-105.070053,,,53,33,31,32,0,79,78,78,6,0,4,6,0,5,47,45,46,79,78,78,78,77,77,30.03,30.02,0.12,0.0,0.0
2,KCODENVE658,America/Denver,2021-06-02T17:09:58Z,2021-06-02 11:09:58,1622653798,39.69437,-105.070053,,,91,33,30,31,0,78,76,77,6,0,4,6,2,5,46,44,45,78,76,77,77,74,76,30.03,30.03,0.0,0.0,0.0
3,KCODENVE658,America/Denver,2021-06-02T17:14:59Z,2021-06-02 11:14:59,1622654099,39.69437,-105.070053,,,39,31,29,30,0,79,78,78,6,0,3,6,6,6,46,43,44,79,78,78,78,77,77,30.03,30.03,0.0,0.0,0.0
4,KCODENVE658,America/Denver,2021-06-02T17:19:59Z,2021-06-02 11:19:59,1622654399,39.69437,-105.070053,,,29,32,29,30,0,79,78,79,4,0,3,6,2,4,46,44,45,79,78,79,78,77,77,30.03,30.03,0.0,0.0,0.0
5,KCODENVE658,America/Denver,2021-06-02T17:24:55Z,2021-06-02 11:24:55,1622654695,39.69437,-105.070053,,,97,31,29,29,0,79,77,78,7,1,4,7,4,6,45,44,44,79,77,78,78,75,77,30.03,30.02,-0.13,0.0,0.0
6,KCODENVE658,America/Denver,2021-06-02T17:29:49Z,2021-06-02 11:29:49,1622654989,39.69437,-105.070053,,,151,33,32,32,1,77,76,76,5,1,3,7,2,5,45,44,45,77,76,76,76,75,75,30.02,30.02,0.0,0.0,0.0
7,KCODENVE658,America/Denver,2021-06-02T17:34:47Z,2021-06-02 11:34:47,1622655287,39.69437,-105.070053,,,67,33,29,30,0,80,77,79,8,2,5,8,4,7,46,44,45,80,77,79,79,76,78,30.02,30.02,0.0,0.0,0.0
8,KCODENVE658,America/Denver,2021-06-02T17:39:41Z,2021-06-02 11:39:41,1622655581,39.69437,-105.070053,,,89,31,29,29,0,79,77,78,7,2,5,8,3,7,45,44,44,79,77,78,78,76,77,30.02,30.02,0.0,0.0,0.0
9,KCODENVE658,America/Denver,2021-06-02T17:44:40Z,2021-06-02 11:44:40,1622655880,39.69437,-105.070053,,,258,31,29,30,0,79,76,77,2,0,1,7,1,3,44,42,44,79,76,77,78,74,76,30.03,30.02,0.13,0.0,0.0
10,KCODENVE658,America/Denver,2021-06-02T17:49:17Z,2021-06-02 11:49:17,1622656157,39.69437,-105.070053,,,117,30,29,29,1,78,78,78,5,0,2,5,2,3,44,43,44,78,78,78,77,77,77,30.03,30.03,0.0,0.0,0.0
11,KCODENVE658,America/Denver,2021-06-02T17:54:37Z,2021-06-02 11:54:37,1622656477,39.69437,-105.070053,,,55,30,27,28,0,81,78,80,9,4,6,9,6,7,45,44,44,81,78,80,80,77,79,30.03,30.03,0.0,0.0,0.0
12,KCODENVE658,America/Denver,2021-06-02T17:59:44Z,2021-06-02 11:59:44,1622656784,39.69437,-105.070053,,,50,29,27,27,0,80,78,80,7,1,4,8,2,5,44,43,43,80,78,80,79,77,79,30.03,30.03,0.0,0.0,0.0
13,KCODENVE658,America/Denver,2021-06-02T18:04:58Z,2021-06-02 12:04:58,1622657098,39.69437,-105.070053,,,352,29,27,27,0,80,78,79,7,1,4,7,3,7,43,43,43,80,78,79,79,77,78,30.03,30.03,0.0,0.0,0.0
14,KCODENVE658,America/Denver,2021-06-02T18:09:36Z,2021-06-02 12:09:36,1622657376,39.69437,-105.070053,,,87,29,28,28,0,80,78,79,5,1,2,7,3,5,44,43,44,80,78,79,79,77,78,30.03,30.02,-0.14,0.0,0.0
15,KCODENVE658,America/Denver,2021-06-02T18:14:50Z,2021-06-02 12:14:50,1622657690,39.69437,-105.070053,,,58,28,28,28,0,81,80,80,8,3,5,8,4,6,45,44,44,81,80,80,80,79,79,30.02,30.02,0.0,0.0,0.0
16,KCODENVE658,America/Denver,2021-06-02T18:19:47Z,2021-06-02 12:19:47,1622657987,39.69437,-105.070053,,,76,29,27,27,0,81,79,80,11,1,5,11,8,10,45,43,44,81,79,80,80,78,79,30.03,30.02,0.13,0.0,0.0
17,KCODENVE658,America/Denver,2021-06-02T18:24:43Z,2021-06-02 12:24:43,1622658283,39.69437,-105.070053,,,37,29,28,28,1,80,79,79,8,3,5,11,3,6,44,44,44,80,79,79,79,78,78,30.03,30.03,0.0,0.0,0.0
18,KCODENVE658,America/Denver,2021-06-02T18:29:38Z,2021-06-02 12:29:38,1622658578,39.69437,-105.070053,,,130,31,29,30,0,80,76,78,8,0,4,8,4,5,45,43,44,80,76,78,79,75,77,30.03,30.02,-0.13,0.0,0.0
19,KCODENVE658,America/Denver,2021-06-02T18:34:53Z,2021-06-02 12:34:53,1622658893,39.69437,-105.070053,,,95,31,29,29,0,79,76,78,5,1,3,5,4,5,45,43,44,79,76,78,78,75,77,30.02,30.02,0.0,0.0,0.0
20,KCODENVE658,America/Denver,2021-06-02T18:39:49Z,2021-06-02 12:39:49,1622659189,39.69437,-105.070053,,,53,30,26,28,0,81,79,80,9,3,6,9,3,7,45,43,44,81,79,80,80,78,79,30.02,30.02,0.0,0.0,0.0
21,KCODENVE658,America/Denver,2021-06-02T18:44:45Z,2021-06-02 12:44:45,1622659485,39.69437,-105.070053,,,74,27,26,26,0,81,80,80,9,5,7,9,7,9,44,42,43,81,80,80,80,79,79,30.03,30.02,0.13,0.0,0.0
