,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
0,KCODENVE658,America/Denver,2022-06-01T06:04:48Z,2022-06-01 00:04:48,1654063488,39.69437,-105.070053,,,158,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.23,30.22,0.13,0.05,0.01
1,KCODENVE658,America/Denver,2022-06-01T06:14:59Z,2022-06-01 00:14:59,1654064099,39.69437,-105.070053,,,270,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.05,0.02
2,KCODENVE658,America/Denver,2022-06-01T06:19:56Z,2022-06-01 00:19:56,1654064396,39.69437,-105.070053,,,248,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.05,0.03
3,KCODENVE658,America/Denver,2022-06-01T06:24:51Z,2022-06-01 00:24:51,1654064691,39.69437,-105.070053,,,203,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.05,0.03
4,KCODENVE658,America/Denver,2022-06-01T06:29:47Z,2022-06-01 00:29:47,1654064987,39.69437,-105.070053,,,315,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.05,0.04
5,KCODENVE658,America/Denver,2022-06-01T06:34:43Z,2022-06-01 00:34:43,1654065283,39.69437,-105.070053,,,23,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.05,0.04
6,KCODENVE658,America/Denver,2022-06-01T06:39:58Z,2022-06-01 00:39:58,1654065598,39.69437,-105.070053,,,113,99,99,99,1,40,40,40,0,0,0,0,0,0,40,39,40,40,40,40,40,40,40,30.22,30.22,0.0,0.05,0.04
7,KCODENVE658,America/Denver,2022-06-01T06:44:53Z,2022-06-01 00:44:53,1654065893,39.69437,-105.070053,,,90,99,99,99,1,40,40,40,0,0,0,0,0,0,40,39,40,40,40,40,40,40,40,30.22,30.22,0.0,0.06,0.05
8,KCODENVE658,America/Denver,2022-06-01T06:49:49Z,2022-06-01 00:49:49,1654066189,39.69437,-105.070053,,,45,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.06,0.05
9,KCODENVE658,America/Denver,2022-06-01T06:54:46Z,2022-06-01 00:54:46,1654066486,39.69437,-105.070053,,,45,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.06,0.06
10,KCODENVE658,America/Denver,2022-06-01T06:59:42Z,2022-06-01 00:59:42,1654066782,39.69437,-105.070053,,,0,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.07,0.07
11,KCODENVE658,America/Denver,2022-06-01T07:04:56Z,2022-06-01 01:04:56,1654067096,39.69437,-105.070053,,,68,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.07,0.08
12,KCODENVE658,America/Denver,2022-06-01T07:09:52Z,2022-06-01 01:09:52,1654067392,39.69437,-105.070053,,,180,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.22,30.22,0.0,0.07,0.09
13,KCODENVE658,America/Denver,2022-06-01T07:14:48Z,2022-06-01 01:14:48,1654067688,39.69437,-105.070053,,,180,99,99,99,1,40,40,40,0,0,0,0,0,0,39,39,39,40,40,40,40,40,40,30.23,30.22,0.13,0.07,0.1
14,KCODENVE658,America/Denver,2022-06-01T07:19:52Z,2022-06-01 01:19:52,1654067992,39.69437,-105.070053,,,113,99,99,99,1,40,39,39,0,0,0,0,0,0,39,39,39,40,39,39,40,39,39,30.23,30.22,-0.13,0.08,0.11
15,KCODENVE658,America/Denver,2022-06-01T07:24:58Z,2022-06-01 01:24:58,1654068298,39.69437,-105.070053,,,23,99,99,99,1,39,39,39,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,30.22,30.22,0.0,0.08,0.12
16,KCODENVE658,America/Denver,2022-06-01T07:29:54Z,2022-06-01 01:29:54,1654068594,39.69437,-105.070053,,,23,99,99,99,1,39,39,39,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,30.22,30.22,0.0,0.09,0.13
