,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
0,KCODENVE658,America/Denver,2021-04-01T06:04:55Z,2021-04-01 00:04:55,1617257095,39.69437,-105.070053,,,248,59,57,58,1,32,32,32,0,0,0,0,0,0,19,19,19,32,32,32,32,32,32,30.28,30.28,0.0,0.0,0.0
1,KCODENVE658,America/Denver,2021-04-01T06:09:48Z,2021-04-01 00:09:48,1617257388,39.69437,-105.070053,,,248,59,59,59,1,32,32,32,0,0,0,0,0,0,19,19,19,32,32,32,32,32,32,30.28,30.27,-0.13,0.0,0.0
2,KCODENVE658,America/Denver,2021-04-01T06:14:59Z,2021-04-01 00:14:59,1617257699,39.69437,-105.070053,,,248,59,58,58,1,32,32,32,0,0,0,0,0,0,20,19,19,32,32,32,32,32,32,30.27,30.27,0.0,0.0,0.0
3,KCODENVE658,America/Denver,2021-04-01T06:19:51Z,2021-04-01 00:19:51,1617257991,39.69437,-105.070053,,,248,58,56,57,1,33,32,32,0,0,0,0,0,0,19,19,19,33,32,32,33,32,32,30.27,30.27,0.0,0.0,0.0
4,KCODENVE658,America/Denver,2021-04-01T06:24:43Z,2021-04-01 00:24:43,1617258283,39.69437,-105.070053,,,248,56,56,56,1,33,33,33,0,0,0,0,0,0,19,19,19,33,33,33,33,33,33,30.27,30.27,0.0,0.0,0.0
5,KCODENVE658,America/Denver,2021-04-01T06:29:54Z,2021-04-01 00:29:54,1617258594,39.69437,-105.070053,,,248,58,56,56,1,33,33,33,0,0,0,0,0,0,20,19,19,33,33,33,33,33,33,30.27,30.27,0.0,0.0,0.0
6,KCODENVE658,America/Denver,2021-04-01T06:34:46Z,2021-04-01 00:34:46,1617258886,39.69437,-105.070053,,,248,58,58,58,1,33,33,33,0,0,0,0,0,0,20,20,20,33,33,33,33,33,33,30.27,30.27,0.0,0.0,0.0
7,KCODENVE658,America/Denver,2021-04-01T06:39:57Z,2021-04-01 00:39:57,1617259197,39.69437,-105.070053,,,248,58,57,57,1,33,33,33,0,0,0,0,0,0,20,20,20,33,33,33,33,33,33,30.27,30.26,-0.12,0.0,0.0
8,KCODENVE658,America/Denver,2021-04-01T06:44:49Z,2021-04-01 00:44:49,1617259489,39.69437,-105.070053,,,248,57,56,56,1,34,33,33,0,0,0,0,0,0,20,19,20,34,33,33,34,33,33,30.26,30.26,0.0,0.0,0.0
9,KCODENVE658,America/Denver,2021-04-01T06:49:59Z,2021-04-01 00:49:59,1617259799,39.69437,-105.070053,,,248,57,56,56,1,34,33,33,0,0,0,0,0,0,20,19,20,34,33,33,34,33,33,30.26,30.26,0.0,0.0,0.0
10,KCODENVE658,America/Denver,2021-04-01T06:54:51Z,2021-04-01 00:54:51,1617260091,39.69437,-105.070053,,,248,59,57,57,1,33,33,33,0,0,0,0,0,0,20,19,20,33,33,33,33,33,33,30.26,30.26,0.0,0.0,0.0
11,KCODENVE658,America/Denver,2021-04-01T06:59:46Z,2021-04-01 00:59:46,1617260386,39.69437,-105.070053,,,248,59,58,58,1,33,32,32,0,0,0,0,0,0,20,19,19,33,32,32,33,32,32,30.26,30.26,0.0,0.0,0.0
12,KCODENVE658,America/Denver,2021-04-01T07:04:55Z,2021-04-01 01:04:55,1617260695,39.69437,-105.070053,,,248,59,58,58,1,33,32,32,0,0,0,0,0,0,20,19,19,33,32,32,33,32,32,30.26,30.26,0.0,0.0,0.0
13,KCODENVE658,America/Denver,2021-04-01T07:09:47Z,2021-04-01 01:09:47,1617260987,39.69437,-105.070053,,,248,58,57,57,1,33,33,33,0,0,0,0,0,0,20,19,19,33,33,33,33,33,33,30.26,30.26,0.0,0.0,0.0
14,KCODENVE658,America/Denver,2021-04-01T07:14:59Z,2021-04-01 01:14:59,1617261299,39.69437,-105.070053,,,248,58,57,57,1,33,33,33,0,0,0,0,0,0,19,19,19,33,33,33,33,33,33,30.26,30.26,0.0,0.0,0.0
15,KCODENVE658,America/Denver,2021-04-01T07:19:48Z,2021-04-01 01:19:48,1617261588,39.69437,-105.070053,,,248,58,57,57,1,33,33,33,0,0,0,0,0,0,19,19,19,33,33,33,33,33,33,30.26,30.26,0.0,0.0,0.0
16,KCODENVE658,America/Denver,2021-04-01T07:24:58Z,2021-04-01 01:24:58,1617261898,39.69437,-105.070053,,,248,56,55,55,1,33,33,33,0,0,0,0,0,0,19,19,19,33,33,33,33,33,33,30.26,30.25,-0.12,0.0,0.0
17,KCODENVE658,America/Denver,2021-04-01T07:29:49Z,2021-04-01 01:29:49,1617262189,39.69437,-105.070053,,,248,56,55,55,1,33,33,33,0,0,0,0,0,0,19,19,19,33,33,33,33,33,33,30.25,30.25,0.0,0.0,0.0
18,KCODENVE658,America/Denver,2021-04-01T07:34:41Z,2021-04-01 01:34:41,1617262481,39.69437,-105.070053,,,248,57,56,56,1,33,33,33,0,0,0,0,0,0,20,19,19,33,33,33,33,33,33,30.25,30.25,0.0,0.0,0.0
19,KCODENVE658,America/Denver,2021-04-01T07:39:53Z,2021-04-01 01:39:53,1617262793,39.69437,-105.070053,,,248,59,56,57,1,33,32,33,0,0,0,0,0,0,20,19,19,33,32,33,33,32,33,30.25,30.25,0.0,0.0,0.0
20,KCODENVE658,America/Denver,2021-04-01T07:44:46Z,2021-04-01 01:44:46,1617263086,39.69437,-105.070053,,,248,60,59,59,1,32,32,32,0,0,0,0,0,0,20,19,19,32,32,32,32,32,32,30.25,30.25,0.0,0.0,0.0
