,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
0,KCODENVE658,America/Denver,2023-07-01T06:04:52Z,2023-07-01 00:04:52,1688191492,39.69437,-105.070053,,,180,96,96,96,1,55,55,55,0,0,0,0,0,0,54,53,54,55,55,55,55,55,55,30.14,30.14,0.0,0.0,0.0
1,KCODENVE658,America/Denver,2023-07-01T06:09:48Z,2023-07-01 00:09:48,1688191788,39.69437,-105.070053,,,180,96,96,96,1,55,54,54,0,0,0,0,0,0,53,53,53,55,54,54,55,54,54,30.14,30.14,0.0,0.0,0.0
2,KCODENVE658,America/Denver,2023-07-01T06:14:45Z,2023-07-01 00:14:45,1688192085,39.69437,-105.070053,,,180,96,95,95,1,54,54,54,0,0,0,0,0,0,53,53,53,54,54,54,54,54,54,30.14,30.14,0.0,0.0,0.0
3,KCODENVE658,America/Denver,2023-07-01T06:19:59Z,2023-07-01 00:19:59,1688192399,39.69437,-105.070053,,,180,95,94,94,1,54,54,54,0,0,0,0,0,0,53,52,52,54,54,54,54,54,54,30.14,30.14,0.0,0.0,0.0
4,KCODENVE658,America/Denver,2023-07-01T06:24:53Z,2023-07-01 00:24:53,1688192693,39.69437,-105.070053,,,180,96,94,94,1,54,54,54,0,0,0,0,0,0,53,52,52,54,54,54,54,54,54,30.14,30.14,0.0,0.0,0.0
5,KCODENVE658,America/Denver,2023-07-01T06:29:51Z,2023-07-01 00:29:51,1688192991,39.69437,-105.070053,,,180,98,96,97,1,54,53,54,0,0,0,0,0,0,53,53,53,54,53,54,54,53,54,30.14,30.13,-0.13,0.0,0.0
6,KCODENVE658,America/Denver,2023-07-01T06:34:46Z,2023-07-01 00:34:46,1688193286,39.69437,-105.070053,,,180,98,97,97,1,53,53,53,0,0,0,0,0,0,53,52,53,53,53,53,53,53,53,30.13,30.13,0.0,0.0,0.0
7,KCODENVE658,America/Denver,2023-07-01T06:39:05Z,2023-07-01 00:39:05,1688193545,39.69437,-105.070053,,,180,98,97,97,1,53,53,53,0,0,0,0,0,0,53,52,52,53,53,53,53,53,53,30.14,30.13,0.15,0.0,0.0
8,KCODENVE658,America/Denver,2023-07-01T06:44:55Z,2023-07-01 00:44:55,1688193895,39.69437,-105.070053,,,180,99,97,97,1,53,53,53,0,0,0,0,0,0,53,52,52,53,53,53,53,53,53,30.14,30.13,-0.12,0.0,0.0
9,KCODENVE658,America/Denver,2023-07-01T06:49:51Z,2023-07-01 00:49:51,1688194191,39.69437,-105.070053,,,180,99,99,99,1,53,53,53,0,0,0,0,0,0,53,53,53,53,53,53,53,53,53,30.13,30.13,0.0,0.0,0.0
10,KCODENVE658,America/Denver,2023-07-01T06:54:47Z,2023-07-01 00:54:47,1688194487,39.69437,-105.070053,,,270,99,97,97,1,53,52,53,0,0,0,0,0,0,53,52,52,53,52,53,53,52,53,30.13,30.13,0.0,0.0,0.0
11,KCODENVE658,America/Denver,2023-07-01T06:59:43Z,2023-07-01 00:59:43,1688194783,39.69437,-105.070053,,,270,98,97,97,1,52,52,52,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,30.13,30.13,0.0,0.0,0.0
12,KCODENVE658,America/Denver,2023-07-01T07:04:58Z,2023-07-01 01:04:58,1688195098,39.69437,-105.070053,,,225,99,98,98,1,52,52,52,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,30.13,30.13,0.0,0.0,0.0
13,KCODENVE658,America/Denver,2023-07-01T07:09:54Z,2023-07-01 01:09:54,1688195394,39.69437,-105.070053,,,113,99,99,99,1,53,53,53,0,0,0,0,0,0,53,52,52,53,53,53,53,53,53,30.13,30.12,-0.13,0.0,0.0
14,KCODENVE658,America/Denver,2023-07-01T07:14:50Z,2023-07-01 01:14:50,1688195690,39.69437,-105.070053,,,158,99,99,99,1,53,53,53,0,0,0,0,0,0,52,52,52,53,53,53,53,53,53,30.12,30.12,0.0,0.0,0.0
15,KCODENVE658,America/Denver,2023-07-01T07:19:46Z,2023-07-01 01:19:46,1688195986,39.69437,-105.070053,,,158,99,99,99,1,53,53,53,0,0,0,0,0,0,52,52,52,53,53,53,53,53,53,30.12,30.12,0.0,0.0,0.0
16,KCODENVE658,America/Denver,2023-07-01T07:24:41Z,2023-07-01 01:24:41,1688196281,39.69437,-105.070053,,,180,99,99,99,1,53,53,53,0,0,0,0,0,0,53,52,52,53,53,53,53,53,53,30.12,30.12,0.0,0.0,0.0
17,KCODENVE658,America/Denver,2023-07-01T07:29:56Z,2023-07-01 01:29:56,1688196596,39.69437,-105.070053,,,180,99,99,99,1,53,53,53,0,0,0,0,0,0,52,52,52,53,53,53,53,53,53,30.12,30.11,-0.12,0.0,0.0
18,KCODENVE658,America/Denver,2023-07-01T07:34:52Z,2023-07-01 01:34:52,1688196892,39.69437,-105.070053,,,180,99,99,99,1,53,53,53,0,0,0,0,0,0,52,52,52,53,53,53,53,53,53,30.12,30.11,0.13,0.0,0.0
19,KCODENVE658,America/Denver,2023-07-01T07:39:48Z,2023-07-01 01:39:48,1688197188,39.69437,-105.070053,,,203,99,99,99,1,53,53,53,0,0,0,0,0,0,53,52,53,53,53,53,53,53,53,30.12,30.11,-0.13,0.0,0.0
20,KCODENVE658,America/Denver,2023-07-01T07:44:44Z,2023-07-01 01:44:44,1688197484,39.69437,-105.070053,,,203,99,99,99,1,53,52,53,0,0,0,0,0,0,53,52,52,53,52,53,53,52,53,30.11,30.11,0.0,0.0,0.0
21,KCODENVE658,America/Denver,2023-07-01T07:49:59Z,2023-07-01 01:49:59,1688197799,39.69437,-105.070053,,,158,99,99,99,1,52,52,52,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,30.11,30.11,0.0,0.0,0.0
22,KCODENVE658,America/Denver,2023-07-01T07:54:55Z,2023-07-01 01:54:55,1688198095,39.69437,-105.070053,,,113,99,99,99,1,52,52,52,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,30.11,30.11,0.0,0.0,0.0
23,KCODENVE658,America/Denver,2023-07-01T07:59:50Z,2023-07-01 01:59:50,1688198390,39.69437,-105.070053,,,113,99,99,99,1,52,51,52,0,0,0,0,0,0,52,51,51,52,51,52,52,51,52,30.11,30.1,-0.13,0.0,0.0
24,KCODENVE658,America/Denver,2023-07-01T08:04:47Z,2023-07-01 02:04:47,1688198687,39.69437,-105.070053,,,203,99,99,99,1,52,51,51,0,0,0,0,0,0,51,51,51,52,51,51,52,51,51,30.11,30.1,0.13,0.0,0.0
25,KCODENVE658,America/Denver,2023-07-01T08:09:42Z,2023-07-01 02:09:42,1688198982,39.69437,-105.070053,,,203,99,97,97,1,52,52,52,0,0,0,0,0,0,52,51,51,52,52,52,52,52,52,30.11,30.1,-0.13,0.0,0.0
26,KCODENVE658,America/Denver,2023-07-01T08:14:57Z,2023-07-01 02:14:57,1688199297,39.69437,-105.070053,,,203,97,97,97,1,52,52,52,0,0,0,0,0,0,51,51,51,52,52,52,52,52,52,30.1,30.1,0.0,0.0,0.0
27,KCODENVE658,America/Denver,2023-07-01T08:19:53Z,2023-07-01 02:19:53,1688199593,39.69437,-105.070053,,,225,98,97,97,1,52,51,51,0,0,0,0,0,0,51,51,51,52,51,51,52,51,51,30.1,30.1,0.0,0.0,0.0
28,KCODENVE658,America/Denver,2023-07-01T08:24:51Z,2023-07-01 02:24:51,1688199891,39.69437,-105.070053,,,180,98,98,98,1,51,51,51,0,0,0,0,0,0,51,50,51,51,51,51,51,51,51,30.1,30.1,0.0,0.0,0.0
