,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
0,KCODENVE658,America/Denver,2021-05-01T06:04:44Z,2021-05-01 00:04:44,1619849084,39.69437,-105.070053,,,183,48,48,48,1,57,57,57,3,1,2,3,2,3,38,38,38,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
1,KCODENVE658,America/Denver,2021-05-01T06:09:58Z,2021-05-01 00:09:58,1619849398,39.69437,-105.070053,,,187,48,48,48,1,57,57,57,3,1,2,3,2,3,38,38,38,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
2,KCODENVE658,America/Denver,2021-05-01T06:14:55Z,2021-05-01 00:14:55,1619849695,39.69437,-105.070053,,,210,48,48,48,1,57,57,57,4,3,3,4,3,4,38,38,38,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
3,KCODENVE658,America/Denver,2021-05-01T06:19:50Z,2021-05-01 00:19:50,1619849990,39.69437,-105.070053,,,207,48,47,47,1,57,57,57,4,2,3,4,3,4,38,37,37,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
4,KCODENVE658,America/Denver,2021-05-01T06:24:46Z,2021-05-01 00:24:46,1619850286,39.69437,-105.070053,,,208,47,47,47,1,57,57,57,3,1,2,4,3,3,37,37,37,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
5,KCODENVE658,America/Denver,2021-05-01T06:29:42Z,2021-05-01 00:29:42,1619850582,39.69437,-105.070053,,,184,47,47,47,1,57,57,57,3,1,2,3,1,3,37,37,37,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
6,KCODENVE658,America/Denver,2021-05-01T06:34:59Z,2021-05-01 00:34:59,1619850899,39.69437,-105.070053,,,193,47,46,46,1,57,57,57,4,1,3,4,2,3,37,36,37,57,57,57,57,57,57,29.95,29.95,0.0,0.0,0.0
7,KCODENVE658,America/Denver,2021-05-01T06:39:53Z,2021-05-01 00:39:53,1619851193,39.69437,-105.070053,,,219,45,42,43,1,58,57,58,5,3,4,5,4,5,36,35,36,58,57,58,58,57,58,29.95,29.95,0.0,0.0,0.0
8,KCODENVE658,America/Denver,2021-05-01T06:44:50Z,2021-05-01 00:44:50,1619851490,39.69437,-105.070053,,,213,42,41,41,1,59,58,58,5,3,4,5,4,5,35,35,35,59,58,58,59,58,58,29.95,29.95,0.0,0.0,0.0
9,KCODENVE658,America/Denver,2021-05-01T06:49:46Z,2021-05-01 00:49:46,1619851786,39.69437,-105.070053,,,216,41,41,41,1,59,59,59,5,3,3,5,3,3,35,35,35,59,59,59,59,59,59,29.95,29.95,0.0,0.0,0.0
10,KCODENVE658,America/Denver,2021-05-01T06:54:59Z,2021-05-01 00:54:59,1619852099,39.69437,-105.070053,,,210,41,41,41,1,59,59,59,5,2,3,5,4,4,35,35,35,59,59,59,59,59,59,29.95,29.94,-0.12,0.0,0.0
